hd,ra,dec,flamsteed,bayer,const,propername,mag
86511,150.0138,42.3167,,,,,7.42
86510,150.0833,50.6169,,,,,8.7
86560,150.2304,53.1244,,,,,7.59
86473,150.2409,61.6062,,,,,8.74
86607,150.2545,51.9268,,,,,8.32
86589,150.2818,55.0961,,,,,9.04
86729,150.2892,31.5499,,,,,8.51
86747,150.3152,34.6401,,,,,9.19
86679,150.3200,46.1481,,,,,9.11
86777,150.3533,30.5873,,,,,7.83
86727,150.3800,42.9991,,,,,8.28
86458,150.3837,68.7181,,,,,8.02
86776,150.3871,36.5109,,,,,8.11
86661,150.4096,55.5851,,,,,7.94
86662,150.4149,53.6377,,,,,8.53
86746,150.4662,50.4808,,,,,7.95
86811,150.4827,37.7434,,,,,8.97
86745,150.4961,51.8278,,,,,8.71
86760,150.5064,52.3816,,,,,8.68
86873,150.5254,31.5312,,,,,7.39
237859,150.5962,55.5752,,,,,9.47
86574,150.6083,69.0407,,,,,8.17
86791,150.6148,57.2837,,,,,7.72
86856,150.6184,44.5785,,,,,9.09
86872,150.6487,46.3618,,,,,7.94
86871,150.7068,49.8784,,,,,7.48
86945,150.7234,39.2618,,,,,8.47
237860,150.7327,57.8688,,,,,8.79
86966,150.7336,37.8934,,,,,8.31
86677,150.7353,68.7859,,,,,7.88
86965,150.7443,38.6125,,,,,8.36
86985,150.7670,39.3149,,,,,8.25
86944,150.7729,46.1971,,,,,7.58
87003,150.7742,36.8512,,,,,8.95
86884,150.7999,58.0978,,,,,7.48
86943,150.8040,49.2050,,,,,8.5
86942,150.8071,50.1092,,,,,6.9
86894,150.8436,56.6677,,,,,7.68
87002,150.8460,44.6275,,,,,8.68
87001,150.8505,47.1283,,,,,8.96
87034,150.8523,42.0093,,,,,7.13
86911,150.8593,57.5358,,,,,7.89
87046,150.8651,41.3047,,,,,7.36
86941,150.8755,53.3353,,,,,7.59
86855,150.8771,62.5658,,,,,7.36
87092,150.8956,35.9544,,,,,9.11
86870,150.9152,64.1055,,,,,8.24
86964,150.9502,59.8701,,,,,8.26
87127,150.9730,38.0204,,,,,6.75
87158,150.9962,32.6469,,,,,7.7
87033,151.0221,57.4741,,,,,8.46
87113,151.0369,48.5912,,,,,7.6
87210,151.0670,32.4524,,,,,7.34
87045,151.0919,59.2036,,,,,8.63
233700,151.1001,50.1635,,,,,9.37
87209,151.1172,42.3751,,,,,8.39
87225,151.1366,40.6653,,,,,8.62
87260,151.1417,35.1034,,,,,9.01
87141,151.1514,53.8917,,,,,5.71
87076,151.1593,59.6764,,,,,8.26
87140,151.1797,54.3454,,,,,8.97
87244,151.2176,45.3414,,,,,8.16
87194,151.2289,55.4879,,,,,7.81
233702,151.2305,51.5190,,,,,9.0
87000,151.2378,67.4227,,,,,8.72
237861,151.2440,55.4856,,,,,8.85
87243,151.2933,52.3713,,,,,6.31
87043,151.3029,67.2797,,,,,7.06
87258,151.3056,50.5512,,,,,7.29
