hd,ra,dec,flamsteed,bayer,const,propername,mag
188986,300.0348,-50.2167,,,,,6.67
189006,300.0490,-48.7484,,,,,7.67
189059,300.0523,-46.9832,,,,,8.81
188869,300.0536,-56.2771,,,,,9.04
189267,300.0551,-30.6775,,,,,9.5
188908,300.0614,-55.3736,,,,,9.07
189195,300.0664,-37.7017,,,,,5.95
188946,300.0683,-52.6868,,,,,7.73
189245,300.0843,-33.7035,,,,,5.65
189121,300.0863,-44.6806,,,,,9.13
189221,300.0905,-36.0808,,,,,9.05
189268,300.1045,-33.0224,,,,,9.61
189222,300.1054,-37.7309,,,,,9.43
189080,300.1056,-49.3509,,,,,6.18
188923,300.1089,-55.5831,,,,,8.48
189140,300.1103,-43.0433,,,,,6.11
189171,300.1430,-43.6977,,,,,10.11
189328,300.1615,-32.1757,,,,,7.43
189122,300.1673,-49.6087,,,,,6.75
189246,300.1736,-40.2002,,,,,8.03
189269,300.1836,-39.8891,,,,,9.97
189198,300.2014,-45.1129,,,,,5.8
189247,300.2126,-43.9819,,,,,7.66
189384,300.2274,-31.3121,,,,,9.45
188710,300.2465,-66.8453,,,,,8.83
188769,300.2529,-64.8079,,,,,6.83
188987,300.2560,-58.3876,,,,,7.49
189306,300.2698,-42.1698,,,,,8.2
189386,300.3030,-38.5869,,,,,7.7
189387,300.3077,-38.6792,,,,,7.72
189123,300.3501,-57.4103,,,,,9.38
189009,300.3513,-60.7361,,,,,7.6
189307,300.3551,-47.3973,,,,,6.96
189388,300.3616,-40.8143,,,,,6.31
189061,300.3734,-60.0705,,,,,8.68
189467,300.3779,-34.1226,,,,,8.53
189228,300.3822,-52.9822,,,,,8.43
189443,300.3882,-38.9040,,,,,9.44
189441,300.3887,-36.6790,,,,,7.63
189469,300.4064,-38.4173,,,,,8.3
189404,300.4247,-44.4695,,,,,9.41
189271,300.4465,-53.2903,,,,,8.7
188770,300.4625,-69.0230,,,,,10.12
189329,300.4653,-51.5650,,,,,9.64
188748,300.4659,-69.1879,,,,,8.12
189158,300.4810,-59.4479,,,,,7.77
189010,300.4918,-64.0766,,,,,9.23
189483,300.5548,-45.9400,,,,,7.93
189330,300.5650,-55.7666,,,,,10.06
189515,300.5680,-43.4886,,,,,8.88
189011,300.5867,-66.0942,,,,,8.33
189645,300.6000,-35.2747,,,,,9.07
189630,300.6102,-38.0707,,,,,9.63
189406,300.6148,-52.8868,,,,,8.43
189584,300.6273,-41.5274,,,,,8.73
189585,300.6435,-44.2220,,,,,8.9
189484,300.6461,-50.0526,,,,,8.69
189563,300.6509,-45.1960,,,,,6.56
189174,300.6533,-63.3506,,,,,8.15
189631,300.6700,-41.4178,,,,,7.55
189788,300.7702,-35.3211,,,,,8.21
189719,300.8194,-42.9235,,,,,7.59
189274,300.8323,-65.2898,,,,,8.14
189564,300.8338,-54.5374,,,,,8.88
189609,300.8471,-52.4193,,,,,8.82
