hd,ra,dec,flamsteed,bayer,const,propername,mag
66105,120.0124,-45.0257,,,,,7.22
66192,120.0232,-48.9054,,,,,7.36
66367,120.0415,-56.9307,,,,,8.95
66339,120.0522,-55.2158,,,,,7.11
65980,120.0576,-31.1965,,,,,7.88
66210,120.0612,-48.9815,,,,,6.01
66019,120.0617,-35.9915,,,,,7.18
66162,120.0625,-45.7933,,,,,7.06
66077,120.0648,-40.6052,,,,,7.71
66190,120.0814,-45.4570,,,,,6.62
66284,120.0939,-50.6911,,,,,8.38
66134,120.0965,-42.2750,,,,,7.98
66658,120.0989,-64.8432,,,,,8.36
66059,120.1171,-34.1239,,,,,7.49
66255,120.1207,-48.8718,,,,,6.13
66235,120.1476,-45.3369,,,,,7.7
66208,120.1626,-42.4148,,,,,8.76
66187,120.1742,-40.1969,,,,,7.34
66128,120.1864,-33.8660,,,,,8.36
66253,120.2034,-43.8169,,,,,8.31
66441,120.2081,-54.1513,,,,,5.87
66252,120.2242,-43.0601,,,,,7.35
66185,120.2307,-36.7820,,,,,8.52
66155,120.2392,-32.3617,,,,,8.39
66657,120.2536,-61.5242,,,,,8.28
66311,120.2883,-41.7585,,,,,7.88
66406,120.2987,-47.4731,,,,,8.48
66750,120.3266,-61.8772,,,,,8.14
66464,120.3337,-49.6205,,,,,7.24
66546,120.3460,-54.5155,,,,,6.12
66507,120.3483,-51.4395,,,,,7.67
66463,120.3592,-48.9133,,,,,8.49
66608,120.3594,-56.9490,,,,,8.4
66462,120.3707,-47.3006,,,,,8.7
66607,120.3816,-55.4547,,,,,6.28
66438,120.3848,-45.2314,,,,,7.98
66522,120.3963,-50.6056,,,,,7.2
66309,120.4013,-35.7889,,,,,7.86
66358,120.4064,-37.2837,,,,,5.9
66333,120.4100,-36.6712,,,,,8.45
66308,120.4153,-34.6951,,,,,7.56
66590,120.4200,-52.4231,,,,,8.46
66567,120.4555,-49.9829,,,,,8.81
66478,120.4636,-44.5999,,,,,6.56
66383,120.4764,-33.2998,,,,,8.26
66706,120.4991,-54.6624,,,,,6.67
66975,120.5021,-63.5096,,,,,9.18
66402,120.5091,-35.1513,,,,,8.26
66503,120.5103,-42.7702,,,,,7.87
66629,120.5162,-50.5281,,,,,8.68
66435,120.5256,-37.0500,,,,,6.31
66501,120.5383,-41.8962,,,,,8.72
66768,120.5647,-55.5406,,,,,6.7
66586,120.5705,-44.7698,,,,,9.02
66587,120.5743,-45.1528,,,,,8.68
66918,120.5836,-59.8993,,,,,8.23
67252,120.5929,-67.7949,,,,,8.57
66847,120.6068,-55.9366,,,,,8.85
66434,120.6107,-30.4182,,,,,8.56
66653,120.6126,-46.3363,,,,,7.52
66605,120.6129,-44.6670,,,,,6.54
66820,120.6180,-55.0368,,,,,8.76
66767,120.6234,-52.4703,,,,,9.2
66867,120.6273,-56.3035,,,,,8.64
67199,120.6305,-66.0209,,,,,7.18
66705,120.6531,-46.8226,,,,,8.12
66866,120.6537,-55.2535,,,,,8.53
66540,120.6563,-36.4012,,,,,6.59
66747,120.6706,-49.9505,,,,,6.61
66624,120.6866,-41.3098,,,,,5.52
66679,120.7004,-43.2850,,,,,9.38
66583,120.7106,-34.5457,,,,,7.26
66582,120.7232,-33.1536,,,,,7.35
66865,120.7242,-53.3208,,,,,9.84
66600,120.7286,-36.2197,,,,,7.73
66650,120.7287,-40.2263,,,,,7.74
66765,120.7321,-48.3250,,,,,6.64
66676,120.7342,-40.4026,,,,,6.97
