hd,ra,dec,flamsteed,bayer,const,propername,mag
40762,90.0011,-21.4144,,,,,7.99
40732,90.0019,-19.8488,,,,,8.81
40672,90.0047,-8.1075,,,,,6.65
40825,90.0114,-29.2061,,,,,7.69
40635,90.0327,-0.5018,,,,,7.87
40823,90.0344,-27.0462,,,,,9.11
40745,90.0736,-12.9000,,,,,6.21
40712,90.0925,-5.2238,,,,,8.47
40686,90.1039,-0.6838,,,,,8.19
40728,90.1131,-7.5897,,,,,8.36
40886,90.1188,-27.8885,,,,,8.22
40744,90.1300,-7.4697,,,,,7.39
40761,90.1301,-9.8569,,,,,9.73
40778,90.1734,-10.0270,,,,,8.62
40743,90.1804,-2.0587,,,,,9.78
40759,90.1905,-3.8957,,,,,8.55
40821,90.1992,-15.0030,,,,,8.38
40883,90.2072,-21.1483,,,,,8.46
40775,90.2104,-5.8077,,,,,10.61
40882,90.2164,-21.0037,,,,,8.11
40938,90.2704,-24.0952,,,,,8.7
40972,90.3046,-25.4178,,,,,6.04
40905,90.3347,-13.0266,,,,,7.73
40878,90.3528,-7.7562,,,,,9.79
40971,90.3726,-18.2889,,,,,8.6
40970,90.3925,-16.3988,,,,,7.1
40937,90.4061,-11.0385,,,,,9.04
40969,90.4134,-15.5893,,,,,6.66
40903,90.4328,-3.9048,,,,,9.42
41017,90.4346,-18.0609,,,,,8.35
40901,90.4364,-1.6783,,,,,7.8
41111,90.4393,-29.4242,,,,,9.5
41067,90.4466,-25.8383,,,,,9.15
40914,90.4633,-3.6814,,,,,7.74
41110,90.4718,-27.3576,,,,,7.37
40987,90.4977,-7.9040,,,,,9.16
40986,90.5189,-6.8158,,,,,8.99
41172,90.5270,-27.4273,,,,,7.18
41149,90.5317,-26.6624,,,,,8.13
40985,90.5370,-5.1370,,,,,6.56
41013,90.5408,-8.6378,,,,,9.9
41085,90.5489,-19.6915,,,,,7.83
41109,90.5633,-20.0208,,,,,8.51
40984,90.5695,-0.0826,,,,,8.52
41146,90.5974,-18.5677,,,,,7.66
41044,90.6068,-6.7904,,,,,9.14
41196,90.6199,-25.2365,,,,,9.03
41125,90.6409,-14.4972,,,,,6.2
41063,90.6654,-4.2509,,,,,9.03
41062,90.6667,-2.8407,,,,,8.67
41274,90.6986,-29.9969,,,,,7.95
41105,90.7098,-5.0579,,,,,8.57
41169,90.7236,-11.3486,,,,,7.9
41256,90.7529,-23.2186,,,,,7.47
41177,90.7566,-8.3091,,,,,10.53
41241,90.7672,-17.8013,,,,,8.87
41194,90.7708,-11.8914,,,,,8.2
41166,90.7927,-2.0695,,,,,8.41
41143,90.8111,-0.6018,,,,,7.75
41207,90.8137,-7.8099,,,,,9.71
41312,90.8150,-26.2845,,,,,5.03
41255,90.8247,-16.0432,,,,,7.47
41176,90.8295,-2.4787,,,,,7.14
41311,90.8540,-21.7904,,,,,7.32
