hd,ra,dec,flamsteed,bayer,const,propername,mag
164782,270.0161,50.9216,,,,,7.78
165006,270.0316,59.5254,,,,,8.43
234536,270.0444,53.8934,,,,,9.22
165168,270.0664,63.5514,,,,,7.03
164874,270.0782,52.8544,,,,,7.72
238794,270.0961,57.4180,,,,,9.28
164841,270.1501,48.4100,,,,,8.19
164614,270.1516,33.2137,,,,,6.01
164754,270.2033,41.4799,,,,,8.11
164986,270.2076,53.6288,,,,,7.9
234539,270.2416,53.3480,,,,,8.84
165587,270.2520,68.5854,,,,,8.02
164940,270.2643,48.4655,,,,,7.07
164921,270.2707,47.4031,,,,,6.87
164898,270.2799,45.3509,,,,,7.59
164823,270.2924,39.0285,,,,,8.55
165169,270.3107,56.9676,,,,,7.44
164808,270.3328,35.5270,,,,,8.52
165522,270.3470,65.9487,,,,,7.72
164755,270.3527,30.6453,,,,,7.11
164899,270.3723,40.3237,,,,,7.86
164842,270.3916,35.0451,,,,,9.62
164824,270.3996,33.3113,,,,,6.18
164966,270.4027,42.3505,,,,,8.56
164941,270.4215,40.1783,,,,,7.86
164965,270.4298,42.6757,,,,,8.38
164851,270.4313,34.1806,,,,,8.33
165109,270.4903,47.8850,,,,,7.3
165094,270.5650,43.9814,,,,,8.59
234542,270.5695,51.4585,,,,,8.84
165240,270.5698,51.6388,,,,,7.43
165144,270.6265,43.2686,,,,,7.33
165459,270.6281,58.6273,,,,,6.86
165170,270.6286,44.2339,,,,,7.1
165008,270.6444,30.5555,,,,,6.59
165261,270.6550,48.2990,,,,,7.97
165220,270.6752,45.1299,,,,,8.42
165565,270.6798,60.5774,,,,,8.82
165502,270.7203,56.4280,,,,,7.79
165501,270.7289,56.4368,,,,,7.62
165073,270.7331,30.3507,,,,,8.05
165298,270.7490,46.2359,,,,,8.17
234546,270.7729,52.6033,,,,,8.86
165171,270.7740,36.1209,,,,,8.1
165129,270.7748,31.9451,,,,,8.05
234545,270.7764,50.6968,,,,,8.26
165358,270.7870,48.4643,,,,,6.26
165460,270.7874,52.8613,,,,,8.85
165397,270.7921,50.0653,,,,,8.45
165607,270.8386,56.9336,,,,,7.6
165906,270.8824,64.8642,,,,,7.66
165372,270.9642,40.8308,,,,,8.18
165281,270.9725,30.3772,,,,,6.79
165339,270.9747,35.9704,,,,,7.45
238807,270.9821,58.7241,,,,,8.97
165700,271.0020,55.2732,,,,,7.79
165862,271.0110,61.5679,,,,,8.55
165523,271.0210,46.4421,,,,,7.58
165434,271.0287,39.4808,,,,,7.49
165503,271.0704,42.0959,,,,,7.84
234548,271.0908,50.7999,,,,,8.74
165566,271.1246,42.8606,,,,,7.09
166091,271.1407,63.7962,,,,,7.31
165461,271.1643,32.5782,,,,,7.94
238812,271.1714,59.6611,,,,,9.72
165567,271.1800,40.0842,,,,,6.52
165739,271.1865,51.8821,,,,,8.65
165623,271.2034,42.9578,,,,,7.29
165540,271.2052,37.8341,,,,,8.35
234552,271.2067,53.7295,,,,,9.5
165504,271.2185,33.2723,,,,,7.67
165717,271.2372,48.1361,,,,,7.53
165645,271.2533,41.9463,,,,,6.38
165718,271.2679,45.7029,,,,,8.35
165568,271.2728,34.4699,,,,,8.74
165863,271.2739,53.3666,,,,,8.77
166379,271.2966,66.9455,,,,,6.86
166330,271.3128,65.7235,,,,,7.09
165988,271.3372,55.1054,,,,,7.93
166206,271.3390,62.2664,,,,,8.62
165845,271.3638,49.3436,,,,,7.39
166227,271.3775,62.3168,,,,,8.16
165907,271.3781,51.9471,,,,,6.84
166356,271.3838,65.0816,,,,,7.55
234557,271.3848,54.5140,,,,,8.32
234558,271.4294,53.9558,,,,,9.8
165683,271.4567,32.2307,,,,,5.72
165758,271.4588,38.9981,,,,,8.11
234555,271.4615,50.3379,,,,,8.72
166155,271.4997,57.3594,,,,,6.97
165846,271.5130,41.3984,,,,,7.99
166011,271.5296,49.4662,,,,,7.7
165801,271.5384,37.7763,,,,,8.04
166044,271.5752,48.8482,,,,,8.06
166478,271.6078,62.9523,,,,,7.98
165941,271.6267,40.3610,,,,,7.44
234561,271.6553,50.0107,,,,,9.04
166067,271.6618,46.2733,,,,,7.46
166578,271.6691,64.2214,,,,,6.67
166068,271.6980,43.4518,,,,,7.37
165885,271.7192,31.7771,,,,,8.3
166207,271.7228,50.8228,,,,,6.31
166118,271.7253,46.7786,,,,,8.33
166728,271.7535,65.8880,,,,,7.99
166069,271.7720,40.1515,,,,,8.82
166012,271.7752,36.4207,,,,,8.07
166228,271.7762,49.7104,,,,,6.32
166013,271.7978,34.8253,,,,,7.33
166381,271.8603,53.1833,,,,,8.51
166208,271.8698,43.4619,,,,,5.0
166494,271.8726,56.8019,,,,,7.67
166579,271.9027,58.9757,,,,,8.43
234567,271.9368,52.9113,,,,,9.43
166434,271.9396,52.0277,,,,,8.01
166408,271.9458,50.8887,,,,,8.28
166974,271.9491,67.4163,,,,,7.74
166253,271.9623,41.7192,,,,,7.54
166639,271.9911,59.0208,,,,,8.25
166276,271.9968,39.9234,,,,,7.73
166229,272.0094,36.4013,,,,,5.49
166300,272.0219,40.9147,,,,,7.39
166180,272.0515,30.9989,,,,,7.43
166409,272.0909,44.1126,,,,,6.84
166458,272.1591,42.6352,,,,,8.34
166780,272.1619,57.9797,,,,,7.34
166410,272.1790,39.0644,,,,,8.39
166559,272.2106,47.1197,,,,,7.97
167274,272.2320,67.9883,,,,,8.02
238819,272.2494,55.3662,,,,,8.9
166382,272.2759,31.0212,,,,,9.65
166411,272.2926,30.4695,,,,,6.36
238820,272.3092,56.0518,,,,,8.76
166517,272.3618,36.5189,,,,,8.39
166537,272.4021,35.5173,,,,,8.49
166620,272.4061,38.4578,,,,,6.38
166820,272.4193,50.4021,,,,,7.29
166656,272.4696,39.8832,,,,,8.02
167159,272.4721,61.8810,,,,,7.24
166821,272.4743,48.4016,,,,,8.03
167605,272.4814,69.6805,,,,,8.6
166640,272.4958,36.4663,,,,,5.57
167469,272.5055,67.7819,,,,,8.26
166601,272.5110,30.8403,,,,,7.88
167027,272.5140,56.2668,,,,,7.4
166954,272.5576,51.8987,,,,,8.35
166757,272.5720,39.0758,,,,,8.13
166709,272.5985,34.5584,,,,,7.79
166682,272.6093,32.3528,,,,,8.12
166729,272.6138,35.1717,,,,,7.03
167042,272.6316,54.2866,,,,,5.97
167470,272.6324,65.3807,,,,,7.72
234576,272.6882,53.2903,,,,,9.06
167103,272.6883,53.5004,,,,,8.33
167347,272.6911,61.1847,,,,,8.19
166955,272.7084,44.5983,,,,,6.82
238827,272.7191,57.2585,,,,,9.14
166894,272.7270,38.9615,,,,,7.79
166799,272.7420,31.2515,,,,,7.92
234575,272.7472,50.6326,,,,,9.14
167104,272.7556,51.7399,,,,,7.26
167105,272.7764,50.7923,,,,,8.95
167387,272.7798,60.4095,,,,,6.5
166956,272.8042,39.1006,,,,,7.02
167855,272.8134,69.2499,,,,,8.33
166895,272.8623,30.1256,,,,,8.65
167471,272.8815,60.6121,,,,,7.69
167190,272.8965,48.2895,,,,,6.65
166988,272.9380,33.4471,,,,,5.98
167043,272.9451,37.8874,,,,,8.36
167779,272.9580,66.1357,,,,,7.43
167348,272.9815,52.3164,,,,,7.48
167260,273.0213,46.7365,,,,,8.48
167063,273.0461,33.2917,,,,,6.94
234582,273.0604,52.0619,,,,,8.35
167426,273.0625,52.7191,,,,,7.71
167327,273.0634,48.1199,,,,,7.38
167191,273.1259,35.5608,,,,,8.37
167388,273.1305,49.0987,,,,,7.83
167303,273.1620,41.3856,,,,,8.43
234586,273.1706,54.7686,,,,,9.48
167304,273.1776,41.1468,,,,,6.36
167535,273.1811,53.5576,,,,,8.66
167894,273.2105,63.6002,,,,,8.59
167369,273.2210,42.8032,,,,,8.74
167370,273.2701,38.7735,,,,,6.04
167389,273.2801,41.4754,,,,,7.38
167738,273.2888,57.8177,,,,,9.3
167349,273.3178,35.1970,,,,,7.82
167513,273.3721,43.3317,,,,,7.29
167587,273.3965,45.6665,,,,,7.49
168340,273.3985,68.6390,,,,,8.76
167560,273.4244,42.8794,,,,,8.12
168266,273.4527,66.4724,,,,,8.06
167491,273.5203,31.5400,,,,,7.59
168267,273.5511,64.7524,,,,,7.34
167763,273.5819,47.2207,,,,,8.39
167940,273.6622,52.5575,,,,,8.39
168092,273.6709,56.5882,,,,,6.66
167780,273.6724,44.6525,,,,,8.34
168129,273.7046,58.0026,,,,,7.97
167740,273.7328,36.6703,,,,,8.98
167941,273.7342,49.1583,,,,,6.83
168065,273.7893,52.1569,,,,,8.7
238838,273.8139,59.8267,,,,,8.84
168130,273.8159,54.1407,,,,,6.83
168093,273.8333,50.9713,,,,,7.65
168242,273.8406,57.3355,,,,,8.3
238839,273.8660,59.9091,,,,,9.29
168268,273.8816,56.8869,,,,,7.82
168009,273.8853,45.2093,,,,,6.3
168341,273.8871,58.8046,,,,,9.01
168066,273.8924,47.5609,,,,,7.48
167965,273.9116,42.1593,,,,,5.56
168152,273.9168,51.6295,,,,,8.26
167856,273.9723,30.3999,,,,,6.76
167920,273.9788,34.9601,,,,,8.21
168293,274.0036,53.2967,,,,,7.22
168221,274.0137,50.5326,,,,,7.45
168037,274.0144,39.3842,,,,,8.19
168153,274.0565,44.3790,,,,,8.61
168618,274.0604,64.0716,,,,,8.18
