hd,ra,dec,flamsteed,bayer,const,propername,mag
40440,90.0103,28.7469,,,,,8.82
40603,90.0182,4.2227,,,,,8.64
40441,90.0206,28.1257,,,,,6.69
40460,90.0252,27.2722,,,,,6.61
40531,90.0407,19.9909,,,,,7.89
40616,90.0574,4.8355,,,,,7.46
40570,90.0625,15.1311,,,,,7.44
40602,90.0648,8.9562,,,,,7.95
40571,90.0716,12.6114,,,,,6.8
40569,90.1012,16.2990,,,,,6.54
40632,90.1181,10.2180,,,,,9.18
40530,90.1541,29.0052,,,,,7.5
40631,90.1716,14.9569,,,,,8.17
40700,90.1821,5.8028,,,,,8.42
40726,90.2055,2.9160,,,,,6.98
250268,90.2249,21.0210,,,,,10.02
40629,90.2272,19.8141,,,,,8.62
40655,90.2306,17.8902,,,,,8.18
40589,90.2519,27.5724,,,,,6.04
40711,90.2554,10.4015,,,,,8.57
40681,90.2734,16.9915,,,,,7.69
250289,90.2745,23.3390,,,,,8.23
250290,90.2819,23.3049,,,,,7.37
40679,90.2939,19.4204,,,,,7.45
40757,90.3116,6.6260,,,,,8.79
40774,90.3222,9.0724,,,,,7.26
250285,90.3261,27.2813,,,,,9.09
40697,90.3370,18.9613,,,,,7.22
40815,90.3557,1.9163,,,,,8.55
250371,90.3669,23.1410,,,,,9.68
40756,90.3709,13.1316,,,,,7.78
40814,90.3765,4.9129,,,,,9.06
250389,90.3786,21.4604,,,,,10.37
40837,90.3802,2.9093,,,,,7.19
40836,90.3806,3.1865,,,,,7.19
40695,90.3956,25.4882,,,,,8.97
250430,90.4147,21.1369,,,,,9.94
40773,90.4155,16.9341,,,,,7.34
250530,90.4159,10.9110,,,,,10.09
40724,90.4235,22.4010,,,,,6.36
250550,90.4999,16.5158,,,,,9.51
250448,90.5150,27.2067,,,,,9.01
40863,90.5196,11.6566,,,,,8.44
40935,90.5236,1.7609,,,,,8.01
40788,90.5392,23.9298,,,,,9.07
40964,90.5713,1.6941,,,,,6.58
40983,90.5938,1.0893,,,,,8.56
40813,90.6144,26.4313,,,,,8.74
40912,90.6284,13.2896,,,,,7.9
40931,90.6388,13.0254,,,,,6.96
40963,90.6488,7.6989,,,,,7.96
250642,90.6525,22.2341,,,,,9.9
40895,90.7191,25.8843,,,,,7.89
40961,90.7377,17.6656,,,,,7.91
40894,90.7475,28.6770,,,,,7.57
40981,90.7791,20.5863,,,,,6.88
41028,90.7860,14.3651,,,,,8.3
41079,90.7917,7.6271,,,,,6.73
250792,90.8118,19.3607,,,,,9.28
41042,90.8133,12.6177,,,,,7.39
41057,90.8236,11.1361,,,,,8.19
250757,90.8420,24.8233,,,,,11.06
41076,90.8532,11.6811,,,,,6.09
41165,90.8586,3.8625,,,,,7.1
41041,90.8684,18.1833,,,,,7.96
41142,90.8845,8.5896,,,,,7.72
40996,90.8914,26.5291,,,,,6.99
251003,90.9168,10.1297,,,,,8.81
41101,90.9506,18.2648,,,,,7.8
41141,90.9510,13.1100,,,,,8.36
41119,90.9559,16.7320,,,,,8.4
41253,90.9923,2.8644,,,,,7.27
250917,90.9957,23.0080,,,,,11.04
41056,91.0042,27.5704,,,,,7.62
41140,91.0239,21.4941,,,,,7.77
41139,91.0503,25.4439,,,,,6.95
41288,91.0612,0.6135,,,,,8.82
41099,91.0649,29.5193,,,,,9.2
41100,91.0676,28.3009,,,,,8.09
41261,91.0707,6.4911,,,,,8.2
41286,91.1114,4.7858,,,,,8.82
41307,91.1600,8.2212,,,,,7.76
41239,91.1601,21.3954,,,,,8.32
41306,91.1670,10.5098,,,,,8.14
41221,91.1763,25.1787,,,,,8.46
41271,91.2065,16.3385,,,,,9.03
41285,91.2123,16.6598,,,,,7.8
41304,91.2426,14.3884,,,,,6.72
41284,91.2458,18.3110,,,,,8.94
41403,91.2593,2.1103,,,,,7.65
41433,91.2857,0.8665,,,,,7.04
41379,91.2907,7.1280,,,,,8.1
41344,91.2951,15.4491,,,,,7.75
41318,91.3220,21.3870,,,,,8.4
251198,91.3314,29.0484,,,,,9.33
41460,91.3446,0.6128,,,,,7.03
251452,91.3450,9.2796,,,,,8.95
251419,91.3494,11.7157,,,,,8.94
41501,91.4691,5.7379,,,,,7.86
251383,91.4797,26.5548,,,,,9.42
