hd,ra,dec,flamsteed,bayer,const,propername,mag
122169,210.0128,4.2732,,,,,8.53
122237,210.0150,27.1410,,,,,8.34
122203,210.0842,2.6746,,,,,7.29
122301,210.1855,15.3765,,,,,8.07
122254,210.2077,1.1696,,,,,9.01
122364,210.2652,21.9763,,,,,7.11
122327,210.2695,13.1113,,,,,7.7
122328,210.3110,5.9700,,,,,8.94
122329,210.3144,0.6952,,,,,9.07
122442,210.3316,28.4098,,,,,8.16
122386,210.3318,13.7327,,,,,7.15
122365,210.3351,8.8949,,,,,5.98
122346,210.3547,1.0025,,,,,8.92
122367,210.3566,4.1148,,,,,7.92
122387,210.3592,9.2988,,,,,6.91
122366,210.3660,5.9209,,,,,9.37
122406,210.3937,4.2528,,,,,7.08
122443,210.4034,17.6684,,,,,6.36
122457,210.4050,16.7577,,,,,7.38
122424,210.4333,2.6885,,,,,9.28
122425,210.4381,1.7414,,,,,8.67
122444,210.4672,0.4223,,,,,8.32
122518,210.4895,21.5561,,,,,7.93
122504,210.4906,19.4303,,,,,9.52
122562,210.5882,20.8813,,,,,7.69
122529,210.5948,8.4885,,,,,8.22
122548,210.5994,10.3270,,,,,7.12
122563,210.6327,9.6861,,,,,6.18
122602,210.6409,19.1371,,,,,8.41
122549,210.6440,0.0464,,,,,8.62
122603,210.6984,3.5455,,,,,7.54
122653,210.7097,17.9878,,,,,8.05
122654,210.7117,14.2797,,,,,8.98
122693,210.7170,24.5615,,,,,8.11
122676,210.7369,14.9753,,,,,7.12
122694,210.7403,22.0426,,,,,8.79
122677,210.7674,11.8974,,,,,8.59
122695,210.7880,13.6381,,,,,8.68
122730,210.7911,20.3013,,,,,8.84
122767,210.8155,24.5975,,,,,7.96
122717,210.8351,9.5536,,,,,8.94
122768,210.8416,22.4958,,,,,6.88
122796,210.8638,27.5099,,,,,7.18
122742,210.8848,10.7868,,,,,6.27
122743,210.9012,8.1305,,,,,8.31
122744,210.9032,7.5462,,,,,6.25
122769,210.9303,8.4870,,,,,7.56
122833,210.9796,12.7261,,,,,7.01
122797,210.9823,4.9010,,,,,6.24
122834,210.9872,11.2825,,,,,6.7
122849,211.0413,4.1783,,,,,9.02
122867,211.0807,2.6075,,,,,8.26
122992,211.1151,29.1425,,,,,7.89
122945,211.1266,21.3882,,,,,8.53
122946,211.1352,19.1774,,,,,7.65
122910,211.1559,2.2975,,,,,6.28
122928,211.1733,6.9984,,,,,7.89
122948,211.1800,4.7794,,,,,8.52
123033,211.1914,25.8177,,,,,6.95
122970,211.2039,5.4143,,,,,8.31
122972,211.2445,1.9497,,,,,8.77
123034,211.2655,10.0136,,,,,8.77
123086,211.3148,16.6918,,,,,8.7
123190,211.4222,22.7310,,,,,7.69
123156,211.4476,10.0507,,,,,8.92
123191,211.4554,19.9451,,,,,9.07
123157,211.4801,2.0671,,,,,9.73
123176,211.5259,1.5142,,,,,8.62
123233,211.5399,9.8953,,,,,8.64
123192,211.5422,3.4733,,,,,9.51
123232,211.5539,10.8261,,,,,7.71
123282,211.5565,22.1677,,,,,7.42
123302,211.5764,23.3884,,,,,8.45
123254,211.6040,7.0048,,,,,7.15
123339,211.6059,27.7265,,,,,8.1
123303,211.6233,16.9702,,,,,6.54
123323,211.6389,17.9120,,,,,7.7
123324,211.7247,0.9529,,,,,7.95
123409,211.7327,28.4380,,,,,6.89
123438,211.8081,23.1491,,,,,9.44
123471,211.8419,22.4626,,,,,9.25
123439,211.8562,12.5941,,,,,9.17
123496,211.9234,12.5275,,,,,8.39
123440,211.9243,5.5750,,,,,9.07
123519,211.9693,16.8666,,,,,7.78
123497,211.9738,8.0879,,,,,8.76
123556,211.9821,20.4391,,,,,8.4
123611,212.0409,26.7771,,,,,8.36
123613,212.0647,21.1930,,,,,7.78
123612,212.0661,24.3151,,,,,6.57
