hd,ra,dec,flamsteed,bayer,const,propername,mag
86590,150.0072,24.5527,,,,,7.86
86608,150.0080,21.2623,,,,,9.6
86683,150.0548,6.2506,,,,,7.64
86706,150.1317,15.8642,,,,,7.74
86682,150.1404,21.4583,,,,,8.91
86749,150.1531,0.8296,,,,,9.82
86680,150.1662,28.1736,,,,,7.99
86731,150.1748,17.5679,,,,,8.05
86802,150.2412,4.9954,,,,,8.34
86794,150.2526,8.9490,,,,,8.06
86827,150.3194,7.2109,,,,,8.81
86778,150.3264,28.7844,,,,,6.93
86826,150.3363,15.6706,,,,,7.64
86812,150.4140,28.5219,,,,,8.25
86901,150.4170,1.1311,,,,,9.15
86857,150.4710,23.9812,,,,,7.41
86898,150.4830,12.2458,,,,,7.8
86927,150.5130,15.3606,,,,,8.54
86897,150.5242,21.6911,,,,,8.66
86987,150.5643,3.9307,,,,,8.41
86946,150.5901,25.2921,,,,,9.02
86986,150.6232,14.5570,,,,,7.99
87035,150.6312,1.8236,,,,,8.19
87005,150.6488,14.3395,,,,,8.49
87048,150.6785,3.6701,,,,,8.81
87079,150.6998,1.0945,,,,,9.88
87015,150.7040,21.9493,,,,,5.68
87094,150.7218,1.4858,,,,,8.66
87160,150.8158,4.6636,,,,,8.07
87143,150.8240,8.2278,,,,,7.99
87178,150.8884,9.8990,,,,,7.14
87213,150.9118,3.9720,,,,,7.23
87227,150.9246,2.0944,,,,,9.02
87195,150.9352,18.2200,,,,,8.26
87212,150.9439,12.1221,,,,,7.93
87211,150.9707,18.9511,,,,,7.92
87261,150.9995,7.1761,,,,,8.39
87271,151.0349,11.6285,,,,,7.13
87327,151.0975,6.0112,,,,,9.33
87300,151.1100,13.5951,,,,,7.76
87287,151.1231,25.2302,,,,,8.36
87286,151.1394,27.8472,,,,,8.22
87298,151.1530,22.5696,,,,,7.97
87392,151.1980,5.0040,,,,,7.35
87391,151.2226,10.6217,,,,,9.46
87372,151.2262,12.8477,,,,,8.97
87390,151.2644,15.1345,,,,,7.98
87423,151.2686,7.9909,,,,,7.31
87358,151.2729,29.7494,,,,,8.57
87371,151.2735,21.8241,,,,,8.96
87389,151.2903,19.9158,,,,,8.44
87412,151.2985,19.4392,,,,,8.28
87445,151.3606,26.4878,,,,,9.12
87444,151.4134,28.7231,,,,,8.46
87500,151.4205,15.7575,,,,,6.36
87551,151.4664,3.3891,,,,,8.28
87533,151.5324,23.8347,,,,,8.51
87623,151.5328,2.4295,,,,,8.01
87601,151.5432,3.5469,,,,,8.5
87550,151.5447,21.5146,,,,,7.01
87635,151.5772,7.9444,,,,,8.36
87656,151.6278,3.4747,,,,,7.94
87647,151.6552,12.7821,,,,,7.37
87669,151.6565,6.9055,,,,,8.17
87646,151.6699,17.8951,,,,,8.07
87668,151.6838,11.1781,,,,,8.35
87741,151.7764,0.9374,,,,,8.8
87739,151.7826,8.7692,,,,,8.69
87667,151.7848,29.5125,,,,,7.42
87681,151.7907,23.6051,,,,,9.02
87740,151.7927,3.6898,,,,,8.84
87680,151.8116,29.2377,,,,,7.96
87718,151.8339,21.1633,,,,,8.75
87717,151.8655,26.7837,,,,,8.27
87788,151.8710,6.0644,,,,,9.11
87806,151.8889,0.9183,,,,,6.67
87777,151.8960,13.0289,,,,,8.38
87774,151.9056,17.7362,,,,,9.07
87776,151.9139,15.1575,,,,,7.14
87823,151.9237,6.2928,,,,,8.34
87775,151.9282,16.2746,,,,,8.62
87805,151.9586,18.5134,,,,,8.01
87804,152.0397,26.7988,,,,,8.27
87867,152.0611,18.7651,,,,,8.79
87902,152.0689,8.0322,,,,,9.1
87915,152.0883,7.5733,,,,,9.16
87939,152.1002,0.6093,,,,,8.31
87866,152.1164,24.3088,,,,,7.79
87900,152.1575,24.4495,,,,,9.04
87973,152.1632,4.5091,,,,,9.36
87974,152.1719,1.1608,,,,,6.68
87914,152.1849,23.4805,,,,,7.82
87996,152.2014,6.7175,,,,,8.63
87956,152.2699,25.5176,,,,,9.11
88009,152.2851,18.5306,,,,,6.92
87994,152.2934,21.7903,,,,,7.88
88021,152.3317,20.3324,,,,,6.68
88008,152.3339,24.5442,,,,,8.48
88072,152.3476,2.3711,,,,,7.55
88047,152.3557,15.2335,,,,,9.14
88020,152.3761,27.0544,,,,,8.2
88071,152.3811,9.5931,,,,,7.09
88060,152.3966,15.3465,,,,,8.49
88097,152.4142,2.3517,,,,,8.55
