hd,ra,dec,flamsteed,bayer,const,propername,mag
209203,330.0094,54.1076,,,,,7.54
209317,330.0141,65.4328,,,,,6.93
209147,330.0185,44.5522,,,,,8.2
209218,330.0194,55.0198,,,,,7.86
209192,330.0302,51.5182,,,,,7.59
209125,330.0461,42.5836,,,,,7.56
209126,330.0712,34.6296,,,,,6.87
239826,330.0910,60.4567,,,,,9.03
209204,330.1009,49.0517,,,,,7.73
209149,330.1113,33.0059,,,,,6.46
209219,330.1522,44.1051,,,,,7.38
209451,330.1598,69.1018,,,,,9.06
209339,330.1636,62.4878,,,,,6.67
209296,330.1679,56.7106,,,,,8.29
209284,330.1887,52.5475,,,,,8.58
209193,330.1894,31.4500,,,,,7.26
209285,330.2109,51.2361,,,,,8.74
209236,330.2196,39.5258,,,,,7.65
209205,330.2288,31.5343,,,,,7.77
209246,330.2319,43.6351,,,,,7.65
209287,330.2329,47.6401,,,,,8.63
209221,330.2451,35.3013,,,,,8.48
209452,330.2593,66.0825,,,,,8.27
209340,330.2647,55.9987,,,,,8.51
209260,330.2779,39.2459,,,,,7.11
209270,330.2867,41.0786,,,,,8.67
209341,330.3015,52.0889,,,,,8.37
209271,330.3169,38.5666,,,,,9.18
209272,330.3311,36.4329,,,,,8.12
239828,330.3331,59.5019,,,,,9.36
209273,330.3343,33.1696,,,,,8.3
209453,330.3464,61.9739,,,,,7.07
209454,330.3571,61.5561,,,,,7.78
239827,330.3667,57.4802,,,,,10.39
209329,330.3684,48.2984,,,,,8.26
209318,330.3780,43.8905,,,,,8.93
209375,330.3842,53.9944,,,,,8.52
209391,330.4067,53.7971,,,,,8.44
209342,330.4291,41.5391,,,,,6.99
239829,330.4426,57.6638,,,,,8.94
209330,330.4445,39.2042,,,,,8.38
209419,330.4608,52.8823,,,,,5.79
209343,330.4819,36.9457,,,,,8.2
209393,330.5224,44.3432,,,,,7.96
209394,330.5667,36.9828,,,,,6.95
209514,330.5956,55.9461,,,,,7.3
209438,330.6059,42.4254,,,,,8.41
209405,330.6089,34.3787,,,,,7.42
209675,330.6428,68.2594,,,,,8.74
209439,330.6553,33.3794,,,,,6.99
209469,330.6848,42.8145,,,,,7.22
209691,330.7065,66.0643,,,,,6.76
209440,330.7069,30.7712,,,,,8.26
209462,330.7070,37.6677,,,,,8.61
209470,330.7114,39.4274,,,,,8.43
209722,330.7160,67.2609,,,,,8.72
209531,330.7216,47.5410,,,,,8.04
209463,330.7244,35.2536,,,,,9.19
235704,330.7270,50.8929,,,,,9.12
209483,330.7276,39.5627,,,,,8.21
209515,330.7361,44.6499,,,,,5.57
209541,330.7963,41.4060,,,,,7.41
209484,330.8103,30.2032,,,,,7.02
209569,330.8143,48.8491,,,,,8.57
209558,330.8281,41.0374,,,,,8.5
209516,330.8356,30.9949,,,,,8.52
209636,330.8370,54.8801,,,,,7.08
209542,330.8425,37.7061,,,,,8.72
209570,330.8478,44.6568,,,,,8.71
209517,330.8517,30.0374,,,,,7.48
209654,330.8535,55.7976,,,,,9.52
209595,330.8547,48.6841,,,,,8.04
209612,330.8652,49.6649,,,,,7.57
209596,330.8659,45.5686,,,,,10.05
209789,330.8714,67.1070,,,,,8.97
209663,330.9088,52.7171,,,,,7.83
209678,330.9222,53.2125,,,,,8.42
209637,330.9302,49.7717,,,,,7.32
209638,330.9399,46.5832,,,,,8.48
209706,330.9504,55.8492,,,,,7.8
209640,330.9661,44.5903,,,,,7.78
209679,331.0280,44.3451,,,,,6.56
209655,331.0343,35.7596,,,,,9.38
209809,331.0536,59.8672,,,,,6.96
209887,331.0751,65.7425,,,,,8.69
209811,331.0835,58.7820,,,,,7.62
209869,331.1160,62.4076,,,,,8.44
209693,331.1438,32.9417,,,,,6.36
239843,331.1611,56.8167,,,,,9.2
209707,331.1723,32.0522,,,,,8.85
209889,331.2127,59.7166,,,,,8.76
209813,331.2358,47.2346,,,,,6.92
209792,331.2783,39.4827,,,,,7.67
209870,331.2809,51.7003,,,,,7.28
209856,331.3044,49.3126,,,,,8.23
210058,331.3074,66.7753,,,,,8.72
210011,331.3078,63.5784,,,,,6.93
209815,331.3113,39.6801,,,,,7.73
209857,331.3188,46.7448,,,,,6.16
210059,331.3304,66.2832,,,,,9.15
210040,331.3850,62.2617,,,,,8.74
209843,331.3955,36.3849,,,,,7.99
239847,331.4120,57.9441,,,,,9.46
209991,331.4149,57.1265,,,,,7.58
209872,331.4253,35.3485,,,,,8.79
209902,331.4298,41.3523,,,,,7.69
209932,331.4602,45.1125,,,,,6.5
209919,331.4616,41.9633,,,,,8.29
209961,331.4634,48.2315,,,,,6.26
209890,331.4707,33.5069,,,,,8.47
209933,331.4769,44.2876,,,,,7.76
209992,331.4940,53.6233,,,,,6.98
209945,331.5081,45.0143,,,,,5.09
210014,331.5398,50.2858,,,,,7.36
209993,331.5511,45.2487,,,,,6.19
209935,331.5556,31.1198,,,,,8.47
210071,331.5565,56.3434,,,,,6.38
210024,331.5576,50.2355,,,,,8.27
209962,331.5646,39.6284,,,,,8.58
210072,331.5736,55.2468,,,,,7.64
235722,331.5895,51.8690,,,,,9.05
239854,331.6279,59.3474,,,,,9.48
210128,331.6409,57.1999,,,,,8.9
209963,331.6416,30.9292,,,,,8.29
235725,331.6482,54.5184,,,,,9.16
210100,331.6661,51.8059,,,,,7.08
210144,331.6750,53.1306,,,,,7.8
210119,331.7208,49.2673,,,,,8.31
210087,331.7591,36.0937,,,,,7.8
210073,331.7639,34.5215,,,,,7.22
210086,331.7757,37.9008,,,,,7.58
210060,331.7803,30.3178,,,,,7.34
210220,331.7902,58.8407,,,,,6.34
210102,331.8014,35.6233,,,,,8.62
210180,331.8017,52.6357,,,,,8.73
210341,331.8071,68.3022,,,,,7.52
239856,331.8208,56.2340,,,,,8.53
210221,331.8566,53.3074,,,,,6.17
239857,331.8753,56.5084,,,,,8.56
235729,331.8796,51.7186,,,,,8.79
210262,331.9133,55.7453,,,,,8.59
210182,331.9384,39.3432,,,,,8.05
210169,331.9401,33.4157,,,,,8.47
210208,331.9540,42.9533,,,,,7.89
210209,331.9644,41.6126,,,,,9.08
210222,331.9725,44.2062,,,,,7.39
239862,331.9888,55.9072,,,,,9.5
210322,331.9946,56.5789,,,,,7.96
210386,332.0012,63.7356,,,,,8.01
210352,332.0019,61.1228,,,,,8.43
210477,332.0310,68.5190,,,,,8.1
210289,332.0679,49.7970,,,,,6.41
210550,332.0717,69.9823,,,,,7.87
210308,332.0885,49.2210,,,,,7.97
210413,332.1172,61.2483,,,,,7.54
210290,332.1311,39.3717,,,,,7.97
