hd,ra,dec,flamsteed,bayer,const,propername,mag
143229,240.0041,-23.2003,,,,,8.93
143332,240.0111,-7.1227,,,,,8.0
143194,240.0216,-27.5288,,,,,9.67
143231,240.0489,-26.1775,,,,,8.71
143396,240.0688,-5.0817,,,,,8.24
143397,240.0942,-7.8081,,,,,8.12
143335,240.1455,-20.4510,,,,,9.47
143375,240.1561,-17.6575,,,,,10.11
143424,240.1782,-15.4121,,,,,9.12
143483,240.2438,-12.3370,,,,,8.68
143437,240.2465,-18.9635,,,,,9.53
143484,240.2536,-12.8735,,,,,9.61
143470,240.2597,-14.4234,,,,,8.04
143460,240.2647,-19.2944,,,,,9.73
143401,240.2676,-27.0478,,,,,7.62
143438,240.2743,-21.1556,,,,,7.12
143440,240.2837,-24.2666,,,,,7.16
143439,240.2838,-22.1682,,,,,8.98
143402,240.2966,-28.3329,,,,,8.64
143403,240.3045,-29.0019,,,,,9.91
143461,240.3210,-24.0271,,,,,9.24
143441,240.3268,-26.8726,,,,,9.39
143472,240.3610,-25.1985,,,,,7.76
143556,240.4007,-15.2220,,,,,9.57
143486,240.4014,-27.2788,,,,,8.79
143518,240.4189,-24.3252,,,,,8.68
143615,240.4216,-3.7634,,,,,6.87
143520,240.4647,-28.3740,,,,,8.81
143567,240.4811,-21.9804,,,,,7.19
143633,240.5017,-11.2924,,,,,9.31
143669,240.5047,-6.4618,,,,,8.71
143634,240.5062,-11.5801,,,,,9.7
143590,240.5241,-20.7556,,,,,9.27
143723,240.5276,-0.8211,,,,,7.27
143600,240.5565,-22.6876,,,,,7.33
143616,240.5631,-19.4522,,,,,8.26
143617,240.6212,-26.1480,,,,,7.5
143713,240.6457,-17.8629,,,,,8.85
143745,240.6535,-12.5075,,,,,9.85
143714,240.6603,-18.1717,,,,,8.92
143619,240.6642,-29.1358,,,,,6.07
143819,240.6768,-3.6582,,,,,7.61
143838,240.6800,-0.4124,,,,,7.45
143692,240.6894,-23.1811,,,,,7.97
143810,240.6978,-10.6324,,,,,10.14
143839,240.7010,-2.4702,,,,,8.19
143840,240.7062,-4.8182,,,,,8.11
143783,240.7153,-13.8120,,,,,7.81
143715,240.7164,-25.0143,,,,,7.03
143876,240.7419,-1.6495,,,,,8.1
143841,240.7452,-8.0482,,,,,7.12
143857,240.7646,-5.8345,,,,,6.97
143785,240.7794,-19.8407,,,,,7.31
143858,240.7903,-8.7791,,,,,9.63
143747,240.7929,-26.6298,,,,,8.43
143766,240.8172,-26.7171,,,,,6.96
143878,240.8901,-16.4021,,,,,8.25
143973,240.9014,-5.2787,,,,,8.62
143899,240.9325,-19.5752,,,,,8.29
143954,240.9546,-15.1169,,,,,9.22
143900,240.9779,-24.7263,,,,,6.22
143956,241.0010,-19.7675,,,,,7.79
143955,241.0031,-19.1044,,,,,9.14
143937,241.0119,-21.9278,,,,,8.64
144047,241.0408,-9.9197,,,,,7.4
144068,241.0971,-8.6863,,,,,9.36
144071,241.1059,-11.8573,,,,,7.54
144087,241.1080,-11.4494,,,,,7.44
144088,241.1113,-11.4499,,,,,8.02
143976,241.1274,-28.9310,,,,,7.51
144018,241.1506,-24.1002,,,,,9.12
144211,241.1726,-1.1601,,,,,7.28
144091,241.1758,-14.9102,,,,,8.77
144112,241.1820,-16.8844,,,,,9.34
144094,241.2154,-20.3073,,,,,9.06
144250,241.2520,-4.4783,,,,,8.61
144073,241.2557,-26.9478,,,,,7.6
144134,241.2621,-18.5395,,,,,6.74
144214,241.2702,-11.6382,,,,,9.09
144271,241.2854,-3.5276,,,,,6.87
144175,241.3298,-23.6691,,,,,7.65
144308,241.3383,-3.3485,,,,,7.61
144309,241.3632,-6.2905,,,,,7.86
144176,241.3705,-26.9594,,,,,8.0
144252,241.4013,-18.7245,,,,,9.78
144310,241.4077,-12.7122,,,,,9.64
144253,241.4186,-20.4501,,,,,7.39
144254,241.4308,-21.8388,,,,,7.79
144362,241.4357,-6.2911,,,,,6.35
144363,241.4364,-7.0849,,,,,8.23
144348,241.4421,-10.8015,,,,,9.58
144389,241.4756,-5.5823,,,,,10.23
144390,241.4992,-6.1398,,,,,6.39
144311,241.5029,-21.7332,,,,,9.8
144391,241.5050,-8.7706,,,,,7.89
144334,241.5266,-23.6063,,,,,5.9
144393,241.5270,-12.3042,,,,,8.45
144364,241.5278,-15.4686,,,,,8.71
144377,241.5315,-13.8908,,,,,8.03
144411,241.5473,-10.9907,,,,,9.69
144365,241.5563,-19.3821,,,,,8.9
144490,241.5573,-0.3665,,,,,7.41
144518,241.5861,-0.1953,,,,,8.32
144492,241.5932,-4.7542,,,,,7.94
144449,241.5945,-12.1397,,,,,8.8
144367,241.6073,-24.9365,,,,,8.41
144349,241.6219,-27.7087,,,,,9.43
144450,241.6310,-14.3122,,,,,8.08
144396,241.6625,-26.4171,,,,,9.28
144431,241.6648,-22.8951,,,,,9.32
144547,241.6942,-9.5156,,,,,9.63
144451,241.7143,-21.8638,,,,,7.84
144523,241.7213,-16.1460,,,,,8.07
144432,241.7415,-27.7194,,,,,8.19
144623,241.7429,-3.2527,,,,,8.83
144497,241.7491,-22.9772,,,,,9.16
144636,241.7546,-3.8778,,,,,7.43
144454,241.7578,-29.8278,,,,,9.85
144585,241.7641,-14.0713,,,,,6.32
144569,241.7695,-16.9433,,,,,7.88
144499,241.8028,-27.0995,,,,,8.53
144637,241.8054,-10.3246,,,,,9.74
144586,241.8122,-17.9360,,,,,7.77
144659,241.8177,-7.7016,,,,,9.18
144706,241.8212,-1.6253,,,,,8.95
144548,241.8241,-22.0602,,,,,8.7
144639,241.8343,-13.1347,,,,,7.74
144660,241.8385,-8.1697,,,,,9.25
144607,241.8399,-18.3670,,,,,8.11
144527,241.8504,-28.8657,,,,,9.05
144587,241.8747,-23.9507,,,,,8.34
144741,241.8930,-5.7072,,,,,10.34
144764,241.9005,-2.6502,,,,,8.7
144549,241.9008,-29.4717,,,,,8.77
144688,241.9188,-15.6399,,,,,8.58
144711,241.9252,-16.5158,,,,,9.38
144641,241.9360,-21.4121,,,,,7.99
144726,241.9371,-11.9203,,,,,8.56
144689,241.9593,-19.9895,,,,,8.89
144661,241.9662,-24.4623,,,,,6.32
144877,242.0077,-1.0362,,,,,8.75
144784,242.0153,-13.0029,,,,,8.39
144766,242.0297,-18.2431,,,,,7.02
144663,242.0299,-27.7304,,,,,7.19
144690,242.0316,-26.3267,,,,,5.35
144729,242.0438,-23.8507,,,,,9.16
144821,242.0691,-13.7691,,,,,7.51
144805,242.0709,-17.1348,,,,,8.59
144748,242.0867,-25.1272,,,,,8.62
144840,242.1020,-13.1355,,,,,8.7
144892,242.1135,-10.1023,,,,,6.69
144749,242.1230,-28.9716,,,,,8.51
144822,242.1464,-20.7582,,,,,8.41
144893,242.1735,-16.0933,,,,,9.48
144823,242.1820,-25.3768,,,,,8.76
144844,242.1822,-23.6854,,,,,5.86
144979,242.1839,-2.8312,,,,,9.25
144909,242.2024,-15.4658,,,,,10.17
144962,242.2064,-8.5887,,,,,9.46
145004,242.2561,-8.2188,,,,,7.56
145005,242.2589,-9.6478,,,,,7.25
144925,242.2608,-18.9956,,,,,7.76
145054,242.2738,-5.7036,,,,,9.39
145071,242.2858,-4.4673,,,,,8.6
145026,242.2892,-10.9436,,,,,8.74
144911,242.3030,-26.3143,,,,,9.81
144894,242.3068,-29.3043,,,,,9.12
144940,242.3123,-21.9410,,,,,9.35
144981,242.3370,-19.4572,,,,,8.06
145056,242.3447,-12.3760,,,,,7.53
145124,242.3670,-4.5665,,,,,8.78
145059,242.3754,-17.1880,,,,,7.89
145125,242.3838,-6.7277,,,,,8.43
144985,242.4195,-27.8946,,,,,7.9
145168,242.4259,-6.5497,,,,,9.84
145031,242.4407,-26.4400,,,,,8.17
145206,242.4605,-3.4667,,,,,5.39
145169,242.4617,-11.1324,,,,,8.33
145153,242.4725,-12.8857,,,,,7.47
145100,242.4803,-18.3406,,,,,6.43
145247,242.4954,-1.6155,,,,,8.43
145207,242.4995,-8.2516,,,,,8.74
145234,242.5403,-11.6222,,,,,9.7
145127,242.5412,-24.5824,,,,,6.64
145102,242.5663,-26.9091,,,,,6.59
145188,242.5829,-22.1570,,,,,7.05
145103,242.5974,-29.2834,,,,,8.06
145189,242.6056,-23.1065,,,,,7.78
145208,242.6203,-22.2300,,,,,9.62
145318,242.6589,-8.2444,,,,,9.56
145209,242.6637,-24.9741,,,,,8.47
145293,242.6835,-13.5130,,,,,10.02
145275,242.7255,-20.0119,,,,,9.12
145349,242.7281,-12.0654,,,,,9.49
145263,242.7296,-25.5227,,,,,8.97
145294,242.7397,-20.3990,,,,,8.86
145331,242.7446,-14.3840,,,,,8.36
145295,242.7555,-21.2915,,,,,10.31
145277,242.7576,-25.1178,,,,,8.13
145250,242.7587,-29.4162,,,,,5.09
145350,242.7653,-13.9922,,,,,7.8
145464,242.7832,-1.1142,,,,,8.37
145426,242.8015,-7.4468,,,,,9.85
145465,242.8090,-3.9890,,,,,8.14
145438,242.8402,-11.7681,,,,,9.4
145390,242.8724,-21.5871,,,,,10.09
145466,242.8821,-11.2633,,,,,8.84
145499,242.8873,-5.5810,,,,,9.65
145353,242.8897,-27.1509,,,,,6.95
145377,242.9019,-27.0782,,,,,8.12
145550,242.9069,-0.8339,,,,,8.81
145408,242.9612,-27.5527,,,,,7.84
145428,242.9636,-25.8836,,,,,7.73
145468,242.9694,-22.5450,,,,,8.23
145467,242.9813,-21.1050,,,,,8.97
145551,242.9872,-10.6223,,,,,8.9
145518,243.0102,-18.2326,,,,,7.41
145504,243.0247,-23.2457,,,,,9.31
145680,243.0401,-0.1108,,,,,7.84
145505,243.0412,-23.9215,,,,,8.44
145553,243.0498,-16.6771,,,,,9.81
145481,243.0607,-26.4795,,,,,9.33
145469,243.0737,-29.0008,,,,,8.58
145594,243.0782,-14.8157,,,,,10.01
145593,243.0854,-13.7386,,,,,8.8
145554,243.0910,-19.5790,,,,,7.64
145654,243.1175,-10.4822,,,,,8.5
145556,243.1815,-28.3217,,,,,8.9
145631,243.1838,-19.5029,,,,,7.58
145571,243.1901,-26.3655,,,,,9.44
145774,243.1904,-1.7219,,,,,7.48
145733,243.1994,-6.8405,,,,,10.35
145698,243.2103,-16.0173,,,,,9.11
145573,243.2108,-28.1320,,,,,7.98
145715,243.2174,-12.3521,,,,,9.65
145747,243.2287,-8.6012,,,,,9.45
145655,243.2306,-23.3294,,,,,9.28
145788,243.2358,-4.2208,,,,,6.26
145657,243.2896,-29.6473,,,,,8.9
145748,243.2964,-15.1170,,,,,7.32
145718,243.2983,-22.4852,,,,,8.83
145777,243.3078,-15.2003,,,,,10.39
145853,243.3112,-1.4021,,,,,7.7
145789,243.3540,-15.7735,,,,,9.18
145876,243.3567,-4.0516,,,,,6.96
145854,243.4074,-13.0351,,,,,8.06
145736,243.4093,-29.0569,,,,,7.54
145936,243.4108,-1.4751,,,,,6.45
145809,243.4181,-21.4000,,,,,6.68
145895,243.4324,-9.2029,,,,,7.57
145914,243.4331,-6.2294,,,,,9.38
145894,243.4393,-8.1180,,,,,6.84
145792,243.4396,-24.4221,,,,,6.4
145915,243.4430,-7.6457,,,,,9.25
145810,243.4506,-24.2555,,,,,8.35
145937,243.4747,-6.9086,,,,,8.25
145811,243.4763,-26.2904,,,,,8.9
145793,243.4922,-28.2526,,,,,7.95
145836,243.5086,-23.7741,,,,,7.89
145961,243.5096,-8.7895,,,,,9.38
145916,243.5124,-16.4010,,,,,8.7
145938,243.5165,-11.7376,,,,,9.13
145994,243.5193,-2.3388,,,,,8.43
145899,243.5240,-18.1972,,,,,8.77
146013,243.5270,-4.1585,,,,,7.4
145941,243.5512,-17.4175,,,,,9.32
145917,243.5555,-18.8368,,,,,8.67
146027,243.5624,-3.0822,,,,,9.16
145962,243.5661,-14.1607,,,,,9.03
146050,243.5669,-3.4736,,,,,7.97
