hd,ra,dec,flamsteed,bayer,const,propername,mag
333313,300.0014,28.7350,,,,,9.82
189614,300.0081,25.1757,,,,,7.94
345464,300.0256,22.7049,,,,,8.94
189509,300.0341,7.7606,,,,,7.24
189576,300.0345,17.6108,,,,,6.98
189578,300.0532,14.9029,,,,,8.62
189510,300.0562,7.2879,,,,,7.72
189671,300.0640,26.1879,,,,,6.49
189690,300.0648,29.9206,,,,,7.42
189706,300.0802,29.8215,,,,,7.78
189598,300.0818,13.1008,,,,,7.49
189657,300.0872,22.4400,,,,,8.1
189533,300.0886,3.3319,,,,,6.7
189511,300.0919,1.6982,,,,,7.43
189600,300.1223,8.7256,,,,,9.22
189779,300.1570,29.8886,,,,,8.24
189731,300.1612,24.1492,,,,,7.54
354449,300.1770,16.8022,,,,,9.88
189732,300.1809,23.7989,,,,,7.48
189733,300.1821,22.7109,,,,,7.67
189660,300.1847,9.4631,,,,,8.19
189659,300.1856,11.0319,,,,,8.59
189662,300.2111,7.9815,,,,,7.53
189692,300.2162,13.3797,,,,,7.22
345459,300.2373,22.8470,,,,,8.09
189695,300.2457,8.5577,,,,,5.9
189711,300.2658,9.5142,,,,,8.5
189848,300.2706,29.1405,,,,,8.24
189756,300.2839,14.5232,,,,,7.15
189782,300.2868,14.8016,,,,,7.48
189780,300.2880,15.4799,,,,,7.91
354511,300.2909,15.8035,,,,,10.23
189884,300.3126,27.1896,,,,,7.23
189712,300.3162,5.6482,,,,,7.46
189865,300.3181,25.6802,,,,,8.29
189783,300.3613,10.7486,,,,,6.97
189798,300.4193,3.2519,,,,,8.73
189944,300.4363,24.8004,,,,,5.88
189811,300.4458,4.7154,,,,,7.67
189885,300.4528,16.5125,,,,,7.54
354581,300.4641,14.1249,,,,,8.88
189887,300.4789,12.1466,,,,,8.87
339362,300.4794,27.0924,,,,,9.2
190003,300.4811,28.5447,,,,,8.64
333410,300.5054,29.5859,,,,,9.13
189920,300.5206,12.3221,,,,,9.38
189921,300.5430,10.7389,,,,,7.0
189984,300.5534,17.5152,,,,,8.08
333456,300.5599,28.8138,,,,,9.03
190026,300.5744,20.9265,,,,,8.4
189985,300.5828,13.9094,,,,,6.66
190027,300.5887,19.7238,,,,,8.5
190066,300.5921,22.1515,,,,,6.5
190048,300.5962,21.0902,,,,,9.14
190067,300.6423,15.5921,,,,,7.15
189961,300.6518,1.9742,,,,,9.06
190068,300.6614,15.3606,,,,,8.25
190050,300.6720,12.3587,,,,,6.73
190090,300.6918,14.5827,,,,,6.67
190150,300.6935,21.8544,,,,,8.29
190007,300.6960,3.3262,,,,,7.46
190167,300.6971,28.5148,,,,,6.93
190070,300.7174,10.9117,,,,,6.92
190092,300.7359,12.3929,,,,,8.72
190228,300.7532,28.3069,,,,,7.3
190073,300.7605,5.7380,,,,,7.84
190151,300.7608,18.2955,,,,,6.84
351148,300.7643,20.1727,,,,,10.46
190133,300.7667,13.0447,,,,,9.12
190257,300.7740,26.8920,,,,,7.87
345556,300.7756,23.7154,,,,,9.42
190095,300.8025,4.7303,,,,,6.56
333489,300.8122,27.8066,,,,,8.69
190211,300.8183,18.5010,,,,,5.99
190210,300.8332,18.7229,,,,,8.25
190153,300.8416,7.4989,,,,,9.25
333388,300.8504,29.9578,,,,,8.24
190118,300.8616,0.0889,,,,,8.03
190229,300.8751,16.0313,,,,,5.73
190195,300.8819,7.8542,,,,,8.28
190360,300.9056,29.8968,,,,,5.73
190322,300.9117,22.9411,,,,,6.45
190232,300.9190,10.2041,,,,,8.16
190337,300.9260,21.4965,,,,,6.62
190403,300.9312,29.9895,,,,,6.8
351276,300.9341,20.3234,,,,,9.49
190323,300.9567,14.9830,,,,,6.83
190361,300.9660,21.0504,,,,,7.16
190404,300.9674,23.3407,,,,,7.28
190447,300.9932,27.5066,,,,,8.49
190338,300.9975,17.1230,,,,,6.91
190296,301.0011,10.6810,,,,,8.02
339483,301.0031,26.2713,,,,,8.94
354615,301.0374,17.0008,,,,,8.38
190341,301.0386,11.7945,,,,,7.86
190470,301.0419,25.7902,,,,,7.82
190405,301.0588,17.7349,,,,,6.87
190343,301.0803,6.7326,,,,,9.04
190364,301.1256,5.1750,,,,,8.7
190538,301.1280,24.9325,,,,,8.28
190434,301.1438,9.2400,,,,,7.78
190514,301.1800,18.9182,,,,,9.16
339462,301.1902,26.9481,,,,,8.87
190412,301.1942,1.1560,,,,,7.69
190516,301.1952,15.9031,,,,,7.33
339479,301.2012,26.4835,,,,,8.5
333421,301.2106,29.4638,,,,,9.39
339530,301.2109,24.5540,,,,,9.65
354754,301.2282,13.7365,,,,,8.75
190451,301.2287,2.4419,,,,,8.37
190605,301.2298,26.0542,,,,,7.69
190590,301.2441,23.2104,,,,,6.54
190517,301.2673,8.4691,,,,,9.36
190572,301.2731,13.7641,,,,,7.19
190592,301.2757,17.8787,,,,,7.93
190498,301.2922,2.1188,,,,,6.77
190593,301.2937,16.6761,,,,,8.77
190676,301.3067,25.4651,,,,,8.15
351362,301.3259,17.9218,,,,,9.83
345764,301.3282,21.4038,,,,,9.35
190522,301.3347,0.4545,,,,,6.93
190736,301.3580,27.4244,,,,,7.9
190658,301.3606,15.5004,,,,,6.37
190594,301.3901,3.5028,,,,,8.35
190609,301.3911,7.3863,,,,,8.62
190659,301.3956,13.1140,,,,,8.26
190719,301.3998,19.2606,,,,,8.27
354850,301.4250,14.7660,,,,,10.42
190636,301.4282,3.6726,,,,,8.0
190750,301.4346,22.7972,,,,,6.91
190677,301.4464,11.6088,,,,,8.73
333567,301.4522,28.9430,,,,,9.13
190842,301.4785,29.4900,,,,,8.37
190751,301.4792,18.2444,,,,,7.86
190816,301.4830,24.4602,,,,,8.23
190662,301.4834,4.7755,,,,,6.96
190789,301.4856,22.2293,,,,,8.24
190772,301.4943,19.5809,,,,,7.6
190663,301.4982,1.7816,,,,,8.98
190737,301.5082,9.0934,,,,,7.4
333521,301.5320,29.9421,,,,,9.9
333565,301.5332,28.9172,,,,,8.73
190885,301.5339,28.1259,,,,,7.91
354833,301.5347,15.2057,,,,,9.42
190886,301.5471,25.4584,,,,,8.15
190844,301.5609,20.5191,,,,,7.77
190868,301.6411,12.6816,,,,,7.34
190850,301.6597,7.5581,,,,,7.57
190849,301.6615,7.5761,,,,,7.12
190869,301.6658,12.2308,,,,,8.24
190946,301.6675,22.7120,,,,,7.89
191010,301.6910,25.6852,,,,,8.17
190920,301.7077,16.8708,,,,,7.88
190872,301.7374,0.8821,,,,,8.95
333533,301.7562,29.7207,,,,,8.55
190969,301.7577,13.3243,,,,,7.14
345677,301.7867,24.2369,,,,,9.82
191011,301.7889,15.2671,,,,,7.88
191065,301.8077,21.1037,,,,,7.71
191101,301.8107,26.1796,,,,,8.32
190994,301.8245,11.0538,,,,,7.12
190974,301.8282,6.8098,,,,,8.57
191048,301.8366,16.0763,,,,,7.57
191066,301.8705,17.0205,,,,,7.62
191084,301.8806,16.6473,,,,,7.17
191029,301.9329,2.4430,,,,,7.16
356668,301.9385,13.4202,,,,,9.05
191104,301.9599,9.3998,,,,,6.43
191202,302.0083,18.8369,,,,,8.3
191178,302.0271,16.6644,,,,,6.39
345827,302.0307,23.2644,,,,,8.55
191279,302.0371,28.2207,,,,,8.23
191293,302.0388,27.8163,,,,,8.56
345912,302.0519,21.1032,,,,,9.66
191160,302.0777,5.8838,,,,,9.19
191312,302.0803,27.2053,,,,,7.87
191204,302.0821,11.7040,,,,,8.16
191259,302.0825,20.5362,,,,,8.46
191260,302.0876,20.2199,,,,,7.33
191261,302.0951,18.6158,,,,,8.21
191262,302.1123,15.6750,,,,,7.9
356938,302.1207,10.3579,,,,,10.44
191246,302.1377,10.0539,,,,,7.44
191263,302.1595,10.7259,,,,,6.34
191357,302.1663,24.7583,,,,,7.85
191358,302.1714,24.6512,,,,,8.14
191359,302.1790,22.1534,,,,,7.03
191381,302.1799,26.2749,,,,,7.64
191295,302.2070,12.2284,,,,,7.18
191445,302.2381,28.6843,,,,,7.91
191399,302.2388,23.4149,,,,,7.94
191282,302.2493,5.8873,,,,,9.21
191337,302.2530,13.0159,,,,,7.94
191264,302.2551,1.6497,,,,,8.33
191474,302.2775,27.2108,,,,,8.54
191382,302.2839,16.9070,,,,,6.91
191446,302.3058,19.0731,,,,,6.95
191362,302.3070,7.2577,,,,,9.0
339710,302.3386,25.3731,,,,,9.87
339686,302.3430,26.2012,,,,,9.31
191401,302.3445,10.7861,,,,,7.57
354963,302.3701,15.3124,,,,,11.03
191499,302.3929,16.8058,,,,,7.56
191498,302.3933,18.7825,,,,,7.65
191402,302.4042,4.9976,,,,,8.76
191531,302.4150,21.0788,,,,,8.35
351654,302.4155,17.8231,,,,,9.41
191614,302.4491,27.3315,,,,,7.91
191615,302.4891,25.5366,,,,,7.8
