hd,ra,dec,flamsteed,bayer,const,propername,mag
209059,330.0278,26.7838,,,,,7.74
209061,330.0494,19.9114,,,,,8.37
209060,330.0523,22.0354,,,,,8.42
209090,330.1035,21.3401,,,,,8.65
209048,330.1183,1.2169,,,,,8.05
209077,330.1397,5.9716,,,,,8.47
209078,330.1708,2.7923,,,,,8.86
209105,330.2122,7.8524,,,,,8.0
209180,330.2158,28.0474,,,,,8.29
209150,330.2265,15.2604,,,,,8.18
209114,330.2339,7.4480,,,,,8.8
209181,330.2415,21.8650,,,,,7.68
209182,330.2681,19.5387,,,,,8.91
209152,330.2794,8.6435,,,,,8.94
209223,330.2977,26.8302,,,,,7.33
209298,330.4308,26.3779,,,,,7.48
209299,330.4539,23.5675,,,,,8.64
209262,330.4755,4.7705,,,,,8.0
209288,330.5057,10.9738,,,,,6.36
209320,330.5060,23.4956,,,,,8.33
209275,330.5107,4.4692,,,,,8.35
209300,330.5239,12.7045,,,,,8.6
209290,330.5428,1.4002,,,,,9.17
209345,330.5759,20.4639,,,,,8.85
209346,330.5889,18.8331,,,,,8.32
209378,330.6276,23.5784,,,,,7.47
209347,330.6281,11.3713,,,,,8.06
209380,330.6604,15.9865,,,,,6.71
209379,330.6677,18.3037,,,,,8.87
209420,330.6948,28.5115,,,,,8.32
209421,330.7294,15.7825,,,,,7.26
209406,330.7332,14.0393,,,,,7.51
209407,330.7668,7.6370,,,,,8.69
209408,330.7823,3.1824,,,,,7.91
209458,330.7949,18.8843,,,,,7.65
209464,330.8533,5.4407,,,,,7.31
209472,330.8978,4.3911,,,,,8.35
209543,330.9043,26.9505,,,,,8.05
209501,330.9481,4.7920,,,,,7.96
209598,330.9980,28.3484,,,,,7.31
209600,331.0697,16.2706,,,,,7.66
209599,331.0827,20.2657,,,,,8.37
209601,331.0936,13.6482,,,,,7.04
209621,331.1048,21.0525,,,,,8.86
209622,331.1254,15.8578,,,,,7.88
209615,331.1295,10.2403,,,,,6.93
209665,331.1366,25.6585,,,,,7.22
209616,331.1464,8.9129,,,,,8.61
